"","date","max.daily.sal","min.daily.sal","daily.med.sal","daily.sal.range","max.daily.do","min.daily.do","daily.med.do","daily.do.range","max.daily.ph","min.daily.ph","daily.med.ph","daily.ph.range","max.daily.wt","min.daily.wt","daily.med.wt","daily.wt.range"
"924",2019-07-16,30.655,23.62,27.63,7.035,7.87,6.465,7.22,1.405,7.42,7.39,7.41,0.0300000000000002,18.675,14.48,17.29,4.195
"925",2019-07-17,30.37,23.92,27.5325,6.45,7.85,6.49,7.12,1.36,7.42,7.29,7.39,0.13,18.62,14.895,17.555,3.725
"926",2019-07-18,30.585,23.64,28.335,6.945,7.9,6.465,6.995,1.435,7.45,7.29,7.365,0.16,18.655,14.73,16.76,3.925
"927",2019-07-19,30.435,24.27,29.485,6.165,7.795,6.485,7,1.31,7.46,7.3,7.36,0.16,18.52,14.845,15.76,3.675
"928",2019-07-20,30.425,23.965,28.84,6.46,7.74,6.765,7.25,0.975000000000001,7.47,7.32,7.3725,0.149999999999999,18.625,15.025,16.42,3.6
"929",2019-07-21,30.325,23.89,27.865,6.435,7.75,7.06,7.395,0.69,7.46,7.36,7.4,0.0999999999999996,18.895,15.18,17.07,3.715
"930",2019-07-22,30.145,22.6,27.6,7.545,7.955,6.89,7.54,1.065,7.47,7.37,7.41,0.0999999999999996,19.5,15.475,17.315,4.025
"931",2019-07-23,30.19,22.47,27.04,7.72,8.145,7.225,7.66,0.92,7.48,7.38,7.42,0.100000000000001,19.84,15.71,17.625,4.13
"932",2019-07-24,30.225,18.81,22.99,11.415,8.695,7.695,8.0225,1,7.52,7.41,7.45,0.109999999999999,19.755,15.705,18.285,4.05
"933",2019-07-25,27.37,20.2,24.14,7.17,8.72,7.82,8.295,0.9,7.54,7.44,7.48,0.0999999999999996,19.02,15.615,18.08,3.405
"934",2019-07-26,27.895,22.1,26.0675,5.795,8.525,8,8.33,0.525,7.54,7.46,7.515,0.0800000000000001,18.8,15.39,17.925,3.41
"935",2019-07-27,29.67,23.1,25.795,6.57,8.8,7.91,8.25,0.890000000000001,7.565,7.47,7.52,0.0950000000000006,18.665,15.37,17.755,3.295
"936",2019-07-28,28.545,22.5,25.32,6.045,8.87,8.03,8.27,0.84,7.61,7.395,7.5675,0.215000000000001,19.215,15.51,18.0325,3.705
"937",2019-07-29,29.11,22.83,27.105,6.28,8.66,7.865,8.0875,0.795,7.6,7.54,7.57,0.0599999999999996,19.215,15.51,17.61,3.705
"938",2019-07-30,28.695,22.76,26.575,5.935,8.385,7.725,7.9175,0.66,7.59,7.54,7.57,0.0499999999999998,19.055,15.94,17.875,3.115
"939",2019-07-31,28.505,22.09,26.905,6.415,8.135,7.63,7.785,0.505,7.61,7.55,7.57,0.0600000000000005,19.155,15.97,17.21,3.185
"940",2019-08-01,28.39,22.115,26.9175,6.275,7.875,7.15,7.62,0.725,7.6,7.53,7.57,0.0699999999999994,18.995,15.53,16.965,3.465
"941",2019-08-02,28.45,22.15,25.515,6.3,7.78,7.055,7.45,0.725000000000001,7.58,7.52,7.55,0.0600000000000005,19.07,15.77,18.1775,3.3
"942",2019-08-03,27.255,20.36,24.04,6.895,7.84,7.08,7.4075,0.76,7.55,7.48,7.52,0.0699999999999994,19.25,16.1,18.175,3.15
"943",2019-08-04,25.435,19.96,22.39,5.475,7.73,6.96,7.415,0.77,7.8,7.455,7.525,0.345,19.24,16.245,18.335,2.995
"944",2019-08-05,25.17,20.38,22.3775,4.79,7.675,6.92,7.29,0.755,7.945,7.57,7.86,0.375,19.395,16.185,18.555,3.21
"945",2019-08-06,24.78,20.28,21.49,4.5,7.74,6.83,7.31,0.91,7.91,7.51,7.8575,0.4,19.48,15.945,18.45,3.535
"946",2019-08-07,25.155,20.15,22,5.005,7.895,6.995,7.415,0.899999999999999,7.97,7.7,7.84,0.27,19.29,15.875,18.51,3.415
"947",2019-08-08,23.815,18.26,20.535,5.555,7.675,6.965,7.37,0.71,8,7.605,7.89,0.395,19.18,15.82,18.13,3.36
"948",2019-08-10,31.005,24.81,28.515,6.195,7.25,6.67,6.95,0.58,7.81,7.78,7.79,0.0299999999999994,19.44,16.57,18.26,2.87
"949",2019-08-11,31.345,25.08,29.87,6.265,7.185,6.575,6.95,0.609999999999999,7.81,7.74,7.77,0.0699999999999994,19.59,16.31,17.9175,3.28
"950",2019-08-12,31.24,24.705,28.32,6.535,7.38,6.38,6.98,1,7.8,7.69,7.73,0.109999999999999,19.91,16.265,18.67,3.645
"951",2019-08-13,31.38,24.25,29.26,7.13,7.21,6.375,6.8475,0.835,7.81,7.76,7.785,0.0499999999999998,20.24,16.195,18.1975,4.045
"952",2019-08-14,31.27,24.14,28.6275,7.13,7.27,6.305,6.835,0.965,7.83,7.76,7.79,0.0700000000000003,20.525,16.305,18.895,4.22
"953",2019-08-15,31.31,24.045,28.3,7.265,7.325,6.19,6.85,1.135,7.83,7.75,7.7875,0.0800000000000001,20.75,16.18,19.19,4.57
"954",2019-08-16,31.32,24.31,28.505,7.01,7.365,6.24,6.745,1.125,7.84,7.75,7.78,0.0899999999999999,20.705,16.21,18.33,4.495
"955",2019-08-17,31.475,26.175,30.6525,5.3,7.06,6.22,6.705,0.84,7.81,7.74,7.79,0.0699999999999994,19.96,16.175,17.3,3.785
"956",2019-08-18,31.47,25.425,29.95,6.045,7.14,6.63,6.9575,0.51,7.82,7.77,7.8,0.0500000000000007,19.705,16.345,17.6875,3.36
"957",2019-08-19,31.605,25.125,28.875,6.48,7.22,6.72,7.085,0.5,7.84,7.78,7.8,0.0599999999999996,19.54,16.365,18.135,3.175
"958",2019-08-20,31.45,24.205,27.55,7.245,7.45,6.86,7.2,0.59,7.86,7.785,7.805,0.0750000000000002,20.02,16.675,18.825,3.345
"959",2019-08-21,31.36,23.395,27.035,7.965,7.52,6.87,7.2475,0.649999999999999,7.86,7.77,7.81,0.0900000000000007,20.135,16.84,19.03,3.295
"960",2019-08-22,31.19,24.145,27.25,7.045,7.56,6.94,7.2375,0.619999999999999,7.88,7.78,7.81,0.0999999999999996,20.095,17.01,19.2875,3.085
"961",2019-08-23,31.485,24.4,28.1525,7.085,7.81,7.145,7.4075,0.665,7.95,7.815,7.885,0.135,20.145,16.94,18.925,3.205
"962",2019-08-24,31.715,24.74,27.74,6.975,7.935,7.16,7.395,0.774999999999999,7.975,7.9,7.935,0.0749999999999993,19.68,16.725,18.8925,2.955
"963",2019-08-25,31.745,23.05,29.36,8.695,7.85,7.1,7.48,0.75,7.98,7.92,7.95,0.0600000000000005,20.355,16.785,18.25,3.57
"964",2019-08-26,31.365,24.205,28.87,7.16,8.085,7.12,7.51,0.965000000000001,7.99,7.92,7.9525,0.0700000000000003,20.19,17.18,18.94,3.01
"965",2019-08-27,31.33,24.54,29.0225,6.79,7.935,7.11,7.5025,0.824999999999999,7.97,7.93,7.95,0.04,20.33,17.2,18.86,3.13
"966",2019-08-28,31.29,24.65,29.45,6.64,7.865,7.065,7.2475,0.8,7.975,7.9,7.9325,0.0749999999999993,20.165,17.2,18.48,2.965
"967",2019-08-29,31.23,25.16,29.4925,6.07,7.71,6.735,7.1475,0.975,7.965,7.89,7.92,0.0750000000000002,20.25,17.17,18.93,3.08
"968",2019-08-30,31.375,25.2,28.5625,6.175,7.6,6.635,6.92,0.965,7.94,7.87,7.9075,0.0700000000000003,20.585,17.035,19.0975,3.55
"969",2019-08-31,31.335,24.25,27.98,7.085,7.32,6.66,6.83,0.66,7.91,7.85,7.885,0.0600000000000005,20.58,17.085,19.435,3.495
"970",2019-09-01,31.1,24.81,27.44,6.29,7.23,6.44,6.75,0.79,7.9,7.84,7.87,0.0600000000000005,20.59,17.22,19.61,3.37
"971",2019-09-02,30.95,25.735,27.015,5.215,7.14,6.32,6.715,0.819999999999999,7.89,7.83,7.86,0.0599999999999996,20.515,17.355,19.7775,3.16
"972",2019-09-03,30.93,25.26,27.12,5.67,7.1,6.475,6.79,0.625,7.89,7.83,7.85,0.0599999999999996,20.51,17.385,19.665,3.125
"973",2019-09-04,30.95,25.59,26.995,5.36,7.22,6.575,6.78,0.645,7.88,7.82,7.85,0.0599999999999996,20.34,17.28,19.8975,3.06
"974",2019-09-05,31.145,25.215,27.44,5.93,7.48,6.505,6.89,0.975000000000001,7.87,7.83,7.84,0.04,20.31,16.915,19.4475,3.395
"975",2019-09-06,31.065,23.865,27.415,7.2,7.31,6.56,6.96,0.75,7.87,7.81,7.83,0.0600000000000005,20.245,16.855,19.115,3.39
"976",2019-09-07,30.93,23.995,27.965,6.935,7.58,6.56,6.98,1.02,7.86,7.8,7.83,0.0600000000000005,20.115,16.865,18.935,3.25
"977",2019-09-08,30.915,25.405,28.19,5.51,7.675,6.635,7.035,1.04,7.87,7.8,7.82,0.0700000000000003,19.635,16.71,18.58,2.925
"978",2019-09-09,30.75,24.07,27.665,6.68,7.87,6.67,7.19,1.2,7.9,7.82,7.84,0.0800000000000001,19.94,16.775,19.09,3.165
"979",2019-09-10,30.995,24.76,27.325,6.235,7.92,6.62,7.125,1.3,7.91,7.81,7.84,0.100000000000001,20.02,16.32,18.815,3.7
"980",2019-09-11,30.64,24.32,27.02,6.32,7.765,6.67,7.1275,1.095,7.9,7.79,7.8375,0.11,19.79,16.465,19.055,3.325
"981",2019-09-12,30.74,22.8,26.785,7.94,7.72,6.59,7.1075,1.13,7.89,7.79,7.83,0.0999999999999996,20.205,16.395,18.965,3.81
"982",2019-09-13,30.75,22.74,27.42,8.01,7.615,6.54,7.0075,1.075,7.89,7.79,7.8275,0.0999999999999996,20.815,16.265,19.03,4.55
"983",2019-09-14,30.705,23.41,26.225,7.295,7.44,6.475,6.9075,0.965000000000001,7.87,7.8,7.82,0.0700000000000003,20.81,16.13,19.43,4.68
"984",2019-09-15,30.63,24.24,27.31,6.39,7.525,6.53,6.945,0.995,7.88,7.8,7.83,0.0800000000000001,20.055,16.1,18.02,3.955
"985",2019-09-16,30.485,25.11,27.5075,5.375,7.54,6.24,6.9525,1.3,7.89,7.8,7.83,0.0899999999999999,19.455,16.27,18.97,3.185
"986",2019-09-17,30.49,24.83,26.55,5.66,7.59,6.675,7.13,0.915,7.88,7.81,7.84,0.0700000000000003,19.33,16.265,18.75,3.065
"987",2019-09-18,30.465,25.26,26.265,5.205,7.58,6.71,7.035,0.87,7.88,7.82,7.8375,0.0599999999999996,19.285,16.24,18.645,3.045
"988",2019-09-19,30.485,23.44,26.59,7.045,7.58,6.785,7.21,0.795,7.88,7.79,7.84,0.0899999999999999,19.395,16.265,18.62,3.13
"989",2019-09-20,30.5,23.405,25.64,7.095,7.85,7.155,7.535,0.694999999999999,7.9,7.86,7.88,0.04,19.595,16.36,18.865,3.235
"990",2019-09-21,31.315,21.76,24.86,9.555,8.68,6.875,7.85,1.805,8.005,7.85,7.92,0.155000000000001,19.94,15.58,18.95,4.36
"991",2019-09-22,31.51,20.495,26.9725,11.015,8.66,6.72,8.055,1.94,8.02,7.85,7.96,0.17,20.12,15.225,17.93,4.895
"992",2019-09-23,31.57,24.11,27.935,7.46,8.85,6.595,7.765,2.255,8.04,7.85,7.93,0.19,19.235,15.02,17.21,4.215
"993",2019-09-24,31.24,22.725,27.41,8.515,8.67,6.675,8.0175,1.995,8.04,7.86,7.97,0.179999999999999,19.73,15.315,18.515,4.415
"994",2019-09-25,31.295,24.035,27.505,7.26,8.385,6.515,7.65,1.87,8,7.855,7.93,0.145,19.67,15.205,18.33,4.465
"995",2019-09-26,31.14,25.485,29.65,5.655,8.145,6.5,7.1025,1.645,7.98,7.85,7.895,0.130000000000001,19.735,15.435,17.095,4.3
"996",2019-09-27,31.02,25.47,29.01,5.55,7.52,6.64,7.09,0.88,7.93,7.855,7.89,0.0749999999999993,19.09,15.7,17.41,3.39
"997",2019-09-28,31.31,25.41,29.6,5.9,7.58,6.75,6.945,0.83,7.93,7.865,7.88,0.0649999999999995,18.805,15.53,16.99,3.275
"998",2019-09-29,31.335,26.23,28.595,5.105,7.37,6.835,7.0275,0.535,7.9,7.87,7.87,0.0300000000000002,18.245,15.36,17.09,2.885
"999",2019-09-30,31.295,26.355,28.1975,4.94,7.415,6.7,6.89,0.715,7.9,7.855,7.87,0.0449999999999999,17.945,15.295,17.06,2.65
"1000",2019-10-01,31.03,25.69,27.4,5.34,7.3,6.67,6.9675,0.63,7.89,7.835,7.85,0.0549999999999997,17.8,15.495,17,2.305
"1001",2019-10-02,30.945,24.59,27.695,6.355,7.33,6.69,7.0775,0.64,7.87,7.83,7.85,0.04,17.77,15.37,16.9775,2.4
"1002",2019-10-03,31.165,23.97,28.875,7.195,7.255,6.695,7.0325,0.56,7.87,7.82,7.85,0.0499999999999998,17.695,15.19,16.825,2.505
"1003",2019-10-04,30.72,23.98,27.5,6.74,7.57,6.79,7.24,0.78,7.88,7.835,7.85,0.0449999999999999,17.45,15.39,16.705,2.06
"1004",2019-10-05,30.84,23.19,27.29,7.65,7.795,6.695,7.2875,1.1,7.9,7.84,7.85,0.0600000000000005,17.5,15.04,16.79,2.46
"1005",2019-10-06,31.105,22.86,25.83,8.245,8.155,6.41,7.45,1.745,7.94,7.82,7.86,0.12,17.8,14.63,16.82,3.17
"1006",2019-10-07,31.125,22.16,26.98,8.965,8.145,6.405,7.55,1.74,7.93,7.82,7.885,0.109999999999999,17.79,14.53,16.84,3.26
"1007",2019-10-08,30.88,22.605,27.155,8.275,8.05,6.325,7.535,1.725,7.93,7.82,7.89,0.109999999999999,17.685,14.665,16.395,3.02
"1008",2019-10-09,30.73,24.355,28.315,6.375,8.16,6.395,7.26,1.765,7.95,7.82,7.87,0.13,17.39,14.745,16.2375,2.645
"1009",2019-10-10,30.775,23.77,25.875,7.005,7.94,6.455,7.52,1.485,7.93,7.815,7.875,0.114999999999999,17.385,14.46,16.73,2.925
"1010",2019-10-11,30.76,23.735,26.6025,7.025,7.815,6.325,7.225,1.49,7.91,7.81,7.86,0.100000000000001,17.215,14.36,16.2425,2.855
"1011",2019-10-12,30.79,24.495,27.765,6.295,7.83,6.3,7.09,1.53,7.905,7.81,7.85,0.0950000000000006,17.025,14.275,15.605,2.75
"1012",2019-10-13,30.69,24.94,28.34,5.75,7.64,6.42,7.06,1.22,7.885,7.81,7.84,0.0750000000000002,16.985,14.335,15.87,2.65
"1013",2019-10-14,30.495,25.295,28.52,5.2,7.71,6.41,7.16,1.3,7.89,7.82,7.85,0.0699999999999994,16.655,14.48,15.85,2.175
"1014",2019-10-15,30.665,24.975,26.2,5.69,7.735,6.555,7.07,1.18,7.89,7.82,7.84,0.0699999999999994,16.63,14.36,15.8975,2.27
"1015",2019-10-16,30.74,24.26,27.135,6.48,7.63,6.63,7.065,1,7.87,7.82,7.84,0.0499999999999998,16.69,14.21,15.47,2.48
"1016",2019-10-17,30.535,24.81,26.59,5.725,7.595,6.66,7.15,0.935,7.87,7.83,7.84,0.04,16.28,14.315,15.53,1.965
"1017",2019-10-18,30.56,25.51,28.04,5.05,7.78,6.87,7.315,0.91,7.88,7.825,7.84,0.0549999999999997,16.03,14.305,15.415,1.725
"1018",2019-10-19,30.715,24.45,28.77,6.265,7.72,6.7,7.125,1.02,7.87,7.82,7.84,0.0499999999999998,16.15,14.05,14.97,2.1
"1019",2019-10-20,30.73,24.06,27.7575,6.67,7.74,6.69,7.46,1.05,7.88,7.81,7.85,0.0700000000000003,16.27,14.12,15.405,2.15
"1020",2019-10-21,30.81,22.99,27.13,7.82,8.03,6.625,7.41,1.405,7.915,7.8,7.85,0.115,16.455,13.955,15.71,2.5
"1021",2019-10-22,30.64,21.585,26.615,9.055,7.985,6.51,7.7225,1.475,7.9,7.8,7.875,0.100000000000001,16.76,13.965,15.99,2.795
"1022",2019-10-23,30.72,21.875,26.6,8.845,7.84,6.265,7.5125,1.575,7.89,7.78,7.85,0.109999999999999,16.835,13.8,15.7175,3.035
"1023",2019-10-24,30.715,22.835,26.055,7.88,7.755,6.19,7.255,1.565,7.88,7.78,7.82,0.0999999999999996,16.855,13.805,16.005,3.05
"1024",2019-10-25,30.55,23.12,26.35,7.43,7.465,6.21,7.01,1.255,7.84,7.77,7.8,0.0700000000000003,16.515,13.885,15.9475,2.63
"1025",2019-10-26,30.85,25.12,26.88,5.73,7.35,6.155,6.73,1.195,7.83,7.77,7.79,0.0600000000000005,16.58,13.71,15.885,2.87
"1026",2019-10-27,30.535,25.495,26.65,5.04,7.7,6.135,6.955,1.565,7.82,7.775,7.79,0.0449999999999999,16.35,13.825,15.54,2.525
"1027",2019-10-28,31.075,24.42,26.225,6.655,7.725,6.29,7.205,1.435,7.81,7.765,7.79,0.0449999999999999,15.74,13.205,14.69,2.535
"1028",2019-10-29,30.925,23.89,27.2425,7.035,7.38,6.375,7.105,1.005,7.8,7.77,7.78,0.0300000000000002,15.58,13.275,14.505,2.305
"1029",2019-10-30,30.58,24.25,26.74,6.33,7.3,6.415,7.105,0.885,7.79,7.76,7.775,0.0300000000000002,15.27,13.37,14.22,1.9
"1030",2019-10-31,30.585,23.45,27.7775,7.135,7.45,6.525,7.15,0.925,7.79,7.76,7.77,0.0300000000000002,14.89,13.29,13.96,1.6
"1031",2019-11-01,30.215,23.91,27.4325,6.305,7.38,6.645,7.08,0.735,7.8,7.76,7.78,0.04,14.66,13.41,13.825,1.25
"1032",2019-11-02,30.485,23.74,28.115,6.745,7.385,6.555,7.1275,0.83,7.8,7.76,7.78,0.04,14.56,13.215,13.7175,1.345
"1033",2019-11-03,30.415,23.07,27.52,7.345,7.51,6.6,7.155,0.91,7.82,7.76,7.78,0.0600000000000005,14.52,13.145,13.9275,1.375
"1034",2019-11-04,30.47,22.945,25.735,7.525,7.63,6.71,7.09,0.92,7.82,7.78,7.8,0.04,14.63,13.065,13.96,1.565
"1035",2019-11-05,30.575,22.37,26.735,8.205,7.6,6.76,7.42,0.84,7.83,7.78,7.81,0.0499999999999998,14.6,12.985,14.1125,1.615
"1036",2019-11-06,30.385,21.93,26.265,8.455,7.665,6.78,7.43,0.885,7.84,7.79,7.82,0.0499999999999998,14.62,13.03,14.28,1.59
"1037",2019-11-07,30.575,23.46,26.74,7.115,7.65,6.805,7.3075,0.845000000000001,7.84,7.79,7.825,0.0499999999999998,14.41,12.885,14,1.525
"1038",2019-11-08,30.505,24.49,26.1875,6.015,7.66,6.85,7.235,0.81,7.84,7.79,7.83,0.0499999999999998,14.27,12.84,13.83,1.43
"1039",2019-11-09,30.295,25.29,26.565,5.005,7.49,6.905,7.19,0.585,7.84,7.79,7.82,0.0499999999999998,14.35,12.915,13.8525,1.435
"1040",2019-11-10,30.34,25.62,26.56,4.72,7.53,7.015,7.16,0.515000000000001,7.86,7.8,7.835,0.0600000000000005,14.22,12.91,13.825,1.31
"1041",2019-11-11,30.21,25.355,26.675,4.855,7.53,7.04,7.205,0.49,7.86,7.79,7.83,0.0700000000000003,14.3,13.03,13.805,1.27
"1042",2019-11-12,30.565,24.755,26.925,5.81,7.6,7.08,7.2425,0.52,7.87,7.79,7.8425,0.0800000000000001,14.315,12.89,13.85,1.425
"1043",2019-11-13,30.595,24.59,26.995,6.005,7.46,7.16,7.3,0.3,7.88,7.79,7.845,0.0899999999999999,14.38,12.95,13.7875,1.43
"1044",2019-11-14,30.525,25.15,27.26,5.375,7.61,7.105,7.315,0.505,7.88,7.8,7.84,0.0800000000000001,14.24,12.96,13.715,1.28
"1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
